,X.1,Year,Name,Age,Team,Position,MPG,FGM3,FGA3,FGM2,FGA2,FTM,FTA,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,X,EST_Points,EST_FTM,EST_FTA,EST_FGM2,EST_FGA2,EST_FGM3,EST_FGA3,EST_MPG,EST_Offensive_Rebounds,EST_Defensive_Rebounds,EST_Total_Rebounds,EST_Assists,EST_Steals,EST_Blocks,EST_Turnovers,EST_Fouls,ESPN_Fantasy_Score,EST_ESPN_Fantasy_Score,Yahoo_Fantasy_Score,EST_Yahoo_Fantasy_Score,Likelihood
327,326,2022,Alize Johnson,25,TOT,PF,7.3,0,0.2,0.7,1.3,0.2,0.4,1.1,1.4,2.5,0.4,0.2,0,0.6,0.8,1.7,201,4.404875607,0.611567274,0.681370702,1.639746855,2.678989587,0.159499609,0.489104524,10.13569981,1.22075307,2.763272798,3.984025868,0.754167222,0.272386548,0.245367936,0.352372338,0.934204185,4.3,11.78360418,5.3,11.5178486,NA
328,327,2022,Cameron Oliver,25,ATL,SF,21.5,0.5,1.5,4.5,6,1,1.5,1,2,3,1.5,0.5,0.5,0,2.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,20.35,NA,0.00046078
329,328,2022,Devonte' Graham,26,NOP,PG,31.4,3,8.5,1.6,4,1.7,2.1,0.5,2.1,2.6,4.6,1,0.2,1.6,1.5,13.9,407,16.27309082,2.445638972,2.987186456,1.91928858,4.408999592,3.276352608,8.795555116,30.40937145,0.619245786,2.700179578,3.319425364,5.28480034,0.910575044,0.232960715,1.794914163,1.599038653,26.6,31.06796437,25.92,29.81929488,0.002579184
330,329,2022,Luka Garza,23,DET,C,12.3,0.5,1.5,1.4,2.9,1,1.6,1.8,1.3,3.1,0.6,0.3,0.2,0.6,1.7,5.3,4,6.364389955,0.962112108,1.369007184,2.254313794,4.038641743,0.627918645,1.799209861,13.1841079,1.045008667,1.634148115,2.679156782,0.959669894,0.255636237,0.456623253,0.554051922,1.457064278,9.7,12.85145748,10.82,12.60160948,3.55E-06
331,330,2022,Naji Marshall,24,NOP,SF,9.9,0.2,1.3,0.8,1.9,1.1,1.3,0.6,1.9,2.5,0.9,0.4,0.1,0.9,1,3.3,455,9.282351047,1.791551497,2.396705775,2.140046607,4.54555513,1.086651781,3.094243419,22.67903785,0.655196088,4.316236466,4.971432554,2.679509034,0.816156705,0.398962554,1.241534338,1.85777033,6.6,21.28530576,8.25,21.6711571,5.18E-06
332,331,2022,Greg Brown III,20,POR,SF,5.2,0,0.4,0.8,1.6,0.4,0.8,0.5,0.8,1.3,0.3,0.1,0.3,0.4,0.7,2,30,1.699676954,0.237243629,0.322383837,0.332277763,0.914369343,0.374000299,1.46968776,8.24359406,0.252698504,1.303918982,1.556617486,-0.347411134,0.279846104,0.237782029,0.130880265,1.380331694,3.9,3.687583286,4.81,4.46850537,1.92E-06
333,332,2022,Mason Plumlee,31,CHO,C,24.7,0,0,2.9,4.7,0.8,2.1,2.3,4.8,7.1,2.8,0.9,0.8,1.1,3,6.6,140,8.850552348,1.690942453,2.589915312,3.509880411,5.555967262,0.017481954,0.127237972,22.78049615,2.056885586,5.309516677,7.366402263,3.043728923,0.650961823,0.712251871,1.542511775,2.644988173,23.7,25.16227227,23.32,24.80295776,0.001440197
334,333,2022,Terrence Ross,30,ORL,SG,26.5,1.5,4.9,2.9,5.8,2.5,2.9,0.4,2.5,2.9,2.2,0.6,0.3,1.5,1.4,12.8,178,14.51496949,2.305063327,2.662501106,3.028410027,6.400590893,2.095895017,5.938353312,26.59948674,0.224884961,2.949983582,3.174868543,2.043457474,0.920279157,0.357664199,1.291637596,1.690237719,19.9,23.95337433,20.78,23.93219042,9.89E-05
335,334,2022,Daniel Gafford,23,WAS,C,22.7,0,0,4.2,5.9,1.3,1.8,2.4,4.3,6.7,1.1,0.4,1.8,1,2.5,9.6,133,8.228044499,1.44767171,2.202449926,3.021015631,4.502446308,0.235338081,0.501333213,16.58335109,1.5709984,2.746846861,4.317845262,1.190628494,0.514302496,1.282034483,0.923496686,1.973878436,27.3,21.25498906,24.89,19.6609158,0.003611707
336,335,2022,Lonnie Walker IV,23,SAS,SG,23,1.6,5.1,2.7,5.7,1.6,1.9,0.2,2.6,2.8,2.5,0.6,0.2,1.1,1.4,11.7,152,11.02726339,1.257187288,1.531079288,2.513607612,5.263580244,1.52358571,4.379056161,23.75158613,0.344014693,2.475592823,2.819607516,1.656288337,0.585831614,0.368582094,1.024905895,1.560411252,19.6,18.60873457,20.11,18.73356014,0.000339217
337,336,2022,Duane Washington Jr.,21,IND,PG,19,1.1,3.8,1.6,3.9,1.2,1.6,0.1,1.6,1.7,1.8,0.6,0.1,1.1,0.9,7.6,431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,13.34,NA,2.75E-05
338,337,2022,B.J. Johnson,26,ORL,SF,16.3,1,2.5,1.8,3.8,0,0,1.5,2.3,3.8,0,0,0.3,0,1,6.5,477,5.415340317,1.2629159,1.445426957,1.221351883,3.082769124,0.591537056,1.623854562,12.67531449,0.401335127,1.847862269,2.249197396,0.828048659,0.423441343,0.075709785,0.638016967,0.852004307,11.8,9.3693858,11.96,10.2158866,3.32E-06
339,338,2022,Vlatko Čančar,24,DEN,PF,10.9,0.5,0.9,1.1,1.9,0.6,0.9,0.4,1.2,1.6,0.9,0.1,0.2,0.6,0.9,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,7.87,NA,2.51E-05
340,339,2022,Thomas Bryant,24,WAS,C,12,1,1,1,1,1,2,0,1,1,1,0,0,0,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,8.7,NA,3.83E-05
341,340,2022,Chris Chiozza,26,GSW,PG,11.3,0.6,1.7,0.1,1,0,0,0.4,0.9,1.3,1.9,0.4,0,1,1,2.2,212,4.704403421,0.687370793,0.869791696,1.109377211,2.499718383,0.785371351,2.242964476,12.24994337,0.214621658,1.31883239,1.533454048,2.720171926,0.400765333,0.249482343,0.744811859,1.086248218,6.2,12.43933302,6.81,11.83073734,0.000104262
342,341,2022,Grant Williams,23,BOS,PF,22.7,1.4,3.3,1,1.6,0.9,1.1,0.7,2.5,3.2,1,0.5,0.6,0.8,2.1,7.1,113,5.482385842,0.739400806,1.045160359,1.399542245,2.651872728,0.82708259,2.250034384,19.07405524,0.888555701,2.347747193,3.236302894,1.227297672,0.529691883,0.487811506,0.881323075,2.389077556,16.2,13.55331708,14.94,13.37808291,0.000134929
343,342,2022,John Collins,24,ATL,PF,32.6,1.4,3.1,5.2,9,3,3.8,1.9,6.1,8,1.9,0.7,1.1,1.2,3.1,17.4,243,18.72413677,2.699261098,3.285630506,5.841210124,9.380770182,1.394171191,3.588980159,29.63142113,2.069804163,5.827902238,7.897706401,1.573278993,0.626531685,1.09017677,1.435895666,2.948192281,35.7,36.07225772,34.05,34.27553264,0.044883002
344,343,2022,Lindell Wigginton,23,MIL,PG,5,0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6.2,NA,1.29E-05
345,344,2022,Tobias Harris,29,PHI,PF,34.9,1.1,3.8,5.8,11.4,3.3,3.9,1.2,6.4,7.6,3.9,0.6,0.6,1.7,2,18.3,208,19.66404934,2.812306468,3.360024569,6.121584456,11.18865951,1.574444325,4.018633289,32.20381237,0.932261046,5.536715464,6.46897651,3.721705066,0.794893908,0.636653684,1.847383242,1.995131343,34.2,36.81935085,35.17,35.45663829,0.344244435
346,345,2022,Reggie Bullock,30,DAL,SF,24,1.5,4.6,0.9,1.6,0.4,0.5,0.3,2.7,3,1.1,0.4,0.1,0.5,1.3,6.5,277,9.753972098,0.721656788,0.745347695,1.425844112,2.82899357,2.122442692,5.602895201,26.56041242,0.263871611,2.697347626,2.961219237,1.520132261,0.743561444,0.176572053,0.719592824,1.887367635,12.7,18.76024082,12.75,17.62844124,0.000130091
347,346,2022,Dewayne Dedmon,32,MIA,C,17.1,0.3,0.6,2.2,3.8,1.1,1.4,1.8,4.4,6.2,0.8,0.4,0.5,1,2.2,6.6,377,5.656295039,0.842702146,1.142632699,2.195541634,3.083854144,0.223638861,0.724405913,12.51190691,1.369159929,3.224434004,4.593593933,0.543326679,0.464463855,0.502390765,0.63174809,2.145386706,16.6,14.89427387,16.94,14.25241355,0.001051882
348,347,2022,Udonis Haslem,41,MIA,C,6.5,0.1,0.3,1.1,2.3,0.4,0.4,0.5,1.6,2.1,0.3,0.1,0.1,0.3,1.4,3,261,1.743839454,-0.149292977,-0.127860297,1.180994608,1.007451249,-0.128033213,-0.232773921,0.930959671,-0.076540119,0.917574182,0.841034063,-0.537333848,-0.156629712,-0.014229161,-0.230225205,0.371848801,5.8,2.469000308,6.27,1.664728144,3.90E-05
349,348,2022,Dillon Brooks,26,MEM,SF,28,1.6,4.8,5.3,11.4,3,3.4,0.8,2.5,3.3,2.7,1.3,0.2,1.8,3.3,18.4,321,17.14605032,2.40129798,2.899871597,4.201222848,9.105420942,1.965152393,5.800090862,29.42592298,0.858289293,2.577072709,3.435362002,2.246422023,1.046250739,0.387783047,1.680866604,3.187453754,28.3,26.34247576,29.11,27.25935251,0.144177351
350,349,2022,Yuta Watanabe,27,TOR,SF,19.4,1.2,3.4,1.2,2.8,0.9,1.5,0.8,3.1,3.9,0.9,0.4,0.6,0.8,1.6,6.8,176,3.527510808,0.326838616,0.416264999,0.822554712,1.552376939,0.562724428,1.597490616,12.53714767,0.535185632,2.024960678,2.56014631,0.688052985,0.39842497,0.258604127,0.2648586,0.991754959,14.1,9.656151046,15.03,9.337994549,0.000176798
351,350,2022,Dāvis Bertāns,29,WAS,PF,15.7,1.6,4.6,0.4,0.9,0.9,1,0.2,1.8,2,0.5,0.4,0.2,0.4,1.7,6.4,276,12.18688751,1.792088474,2.032772263,0.598598136,1.311217622,3.050024302,7.450142933,25.00437004,0.391341344,3.066393009,3.457734353,1.489495605,0.552624149,0.320547331,0.748629727,2.276701946,11,21.96426437,10.95,20.44129685,6.06E-05
352,351,2022,P.J. Tucker,36,MIA,PF,28.6,1.4,3,1.7,3.3,0.8,1,1.6,4,5.6,2.2,0.8,0.3,0.9,2.4,8.4,226,2.709538513,0.103122329,0.189866884,0.269386427,0.592220968,0.893365427,2.46968133,22.60410896,0.875548499,2.684092408,3.559640907,0.83444496,0.698902812,0.316893464,0.492279763,2.122938497,22.1,11.0869172,20.82,10.78788411,0.003110097
353,352,2022,Malachi Flynn,23,TOR,PG,8.6,0.4,1.6,0.7,1.6,0.1,0.3,0.2,0.8,1,0.9,0.4,0.1,0.3,0.9,2.8,72,7.903346827,1.067177132,1.295779684,1.834654831,3.88252809,1.111704779,3.550816897,20.08862681,0.336138757,2.541093701,2.877232458,2.77366499,0.755373364,0.176533872,0.974434859,1.543255997,6.2,17.44914495,6.55,17.33781011,9.59E-06
354,353,2022,Furkan Korkmaz,24,PHI,SG,23.3,1.5,4.9,1.9,3.6,1.1,1.3,0.3,2.8,3.1,2.2,0.6,0.1,0.8,0.9,9.2,148,11.08180322,1.507168871,2.054519754,2.035745408,4.020826736,1.941105883,5.134854167,21.82633363,0.430718891,2.147762396,2.578481287,2.062893164,0.796575411,0.251923635,1.112053835,1.46025207,17.5,19.94773603,17.52,19.30376381,0.000989231
355,354,2022,Evan Fournier,29,NYK,SG,28.9,2.7,6.9,2.3,4.9,1.1,1.5,0.5,2.4,2.9,1.8,0.9,0.2,1.3,1.9,13.6,233,15.13372556,2.189088212,2.749276291,2.859941807,5.390280164,2.620073564,6.412829537,27.37895681,0.222662182,2.357591307,2.580253489,2.983716857,0.944950456,0.315318358,1.535446897,2.075121023,22.4,26.86840075,21.78,24.95096458,0.002471119
356,355,2022,Khem Birch,29,TOR,C,21,0,0.3,2.2,4.1,1.3,1.8,2.7,2.5,5.2,1.2,0.8,0.5,0.7,1.7,5.8,203,5.43108108,1.060130369,1.493922192,1.99418378,3.682811253,0.131550493,0.597031422,19.39718539,2.04746731,2.724317426,4.771784736,1.06056107,0.50754349,0.52527224,0.482869303,1.595297319,16.7,15.15889681,17.04,15.36364226,0.000193467
357,356,2022,Tim Frazier,31,ORL,PG,20,0.6,1.7,0.7,2.6,0.5,0.9,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7,206,2.118005026,0.483898001,1.059302988,0.574532188,2.065935391,0.197684382,1.618299795,12.56331936,0.04487508,1.445559825,1.490434905,3.264882827,0.44262737,0.114972898,0.918839727,1.422528239,9.7,8.013404552,10.83,9.55781223,2.02E-06
358,357,2022,Tremont Waters,24,TOT,PG,16.7,0.7,3,0.7,1.7,0,0,0,1.3,1.3,2.3,1.7,0,1.3,1.3,3.3,115,4.368729012,0.690415912,0.809329578,1.008443419,2.173508258,0.632710717,1.816314958,11.26022234,0.217565014,1.0436776,1.261242614,2.180600988,0.683369893,0.138507291,1.072371114,1.064285467,12.2,10.94022222,12.11,10.54638207,NA
359,358,2022,Josh Green,21,DAL,SG,11.6,0.2,0.6,1.4,2.3,0.5,0.7,0.6,1.4,2,1,0.5,0.2,0.4,1.4,3.9,71,5.689848648,0.871091808,1.29052539,2.02702581,3.60609747,0.31750464,1.117344978,15.61635832,0.868986701,1.867165321,2.736152022,1.37616999,0.559033618,0.252909856,0.83681555,1.312476826,10.2,12.61617296,9.5,12.63650093,3.30E-05
360,359,2022,Myles Powell,24,PHI,PG,5.6,0.1,0.6,0.6,1.3,0.3,0.3,0.1,0.6,0.7,0.3,0.1,0,0.4,0.9,1.9,432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,NA,3.09,NA,8.49E-06
361,360,2022,Tyler Herro,22,MIA,SG,32.9,2.7,7,5,11,2.6,3,0.7,4.3,5,4.1,0.6,0.2,2.9,1.4,20.8,127,16.89872416,2.143758257,2.752078816,4.227076995,8.382128101,2.262094103,6.12979669,31.74910186,0.569043103,4.670520697,5.2395638,3.485354706,0.7454453,0.361901363,1.9926623,1.498080501,31.1,29.67325037,32.45,29.74361046,0.50100303
362,361,2022,Paul Reed,22,PHI,C,9,0,0.2,1,1.9,0.2,0.3,1,1.3,2.3,0.5,0.6,0.5,0.4,1.4,2.2,58,6.369881728,0.832653785,1.178114009,2.404700125,4.341113413,0.326557389,0.96143829,13.51294186,1.245785613,1.776087195,3.021872808,1.392482114,0.587228118,0.520585792,0.974960151,1.436079448,8.9,14.79911459,8.61,14.43333385,2.55E-05
363,362,2022,Tyler Johnson,29,TOT,PG,15.2,0.8,2.2,0.2,1.2,0,0,0.5,1.5,2,1.2,0.5,0.5,0.3,1.2,2.8,296,6.77000856,0.843374691,1.026419714,1.199412972,2.403989542,1.293581517,3.591863004,19.00814716,0.308287894,1.84084171,2.149129604,1.915009741,0.491302705,0.12613156,0.760291548,1.383774602,10,13.79898454,9.7,13.31348994,NA
364,363,2022,Marcus Garrett,23,MIA,SG,10.7,0.1,0.3,0.3,1.4,0.2,0.4,0.8,1.2,2,0.6,0.4,0.3,0.2,1.3,1.1,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,6.3,NA,2.27E-05
365,364,2022,Kyle Guy,24,MIA,SG,17.2,1.5,3.3,1.5,2.5,0.7,0.8,0.2,1.2,1.4,2.3,0.7,0.2,0.8,1.5,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.8,NA,15.23,NA,0.000760502
366,365,2022,John Konchar,25,MEM,SG,17,0.8,1.5,1.1,1.7,0.4,0.6,1.2,3,4.2,1.4,0.7,0.2,0.4,1.3,4.7,426,5.36827378,0.749868279,0.864781666,1.31781315,2.172659231,0.629780154,1.603619473,15.24097633,0.871247712,2.520806063,3.392053775,1.347228833,0.639750499,0.268564011,0.52684769,1.06585163,15.7,14.66812255,14.14,13.6576774,0.00035316
367,366,2022,Kira Lewis Jr.,20,NOP,PG,14.2,0.5,2.4,1.9,3.7,0.4,0.5,0.4,1.3,1.7,2,0.5,0,1.1,0.7,5.9,74,9.351948214,1.233811782,1.47684861,2.580170254,5.412145681,0.960831551,2.90397417,20.25281541,0.527632671,2.011602899,2.53923557,2.352473166,0.783807357,0.377923686,0.880519726,1.767778112,10.5,18.96569332,11.34,18.53241405,1.83E-05
368,367,2022,Doug McDermott,30,SAS,PF,24.6,2.1,5.2,2.1,4.3,0.6,0.8,0.4,2.2,2.6,1.3,0.2,0.1,0.9,1.4,11.3,263,11.6408167,0.963816638,1.141522687,2.674488263,4.1632788,1.690691115,4.239810089,21.69885702,0.56707139,2.042346896,2.609418286,0.93545135,0.261750868,0.122748256,0.599308015,1.608429001,16.7,18.30077309,16.37,16.72948503,0.000145052
369,368,2022,Jaylen Brown,25,BOS,SF,34.7,2.9,7.7,5.9,11.4,3.9,5,0.8,5.6,6.4,2.9,1.1,0.5,3.1,2.8,24.4,271,22.50303313,3.016686032,3.962317809,5.858847161,10.85050237,2.630997788,6.793542744,32.26006738,1.121410902,4.741353418,5.86276432,2.941221361,1.061809677,0.516409835,2.266337634,2.599108453,37.1,37.04945375,38.13,36.41850326,0.556060655
370,369,2022,D.J. Augustin,34,HOU,PG,15,1.2,2.8,0.5,1.2,1,1.2,0.2,1,1.2,2.2,0.3,0,1.3,0.5,5.5,386,8.078962862,1.593304821,1.716595184,0.982731518,2.393904161,1.551400067,4.047254891,20.04756945,0.309149149,1.431510138,1.740659287,3.583109104,0.472232422,-0.015533947,1.211687507,1.21813784,10.1,16.44447307,9.84,15.70082558,4.86E-06
371,370,2022,Abdel Nader,28,PHO,SF,10.4,0.3,1,0.6,1.5,0.4,0.7,0.3,1.6,1.9,0.5,0.6,0.3,0.8,1.4,2.4,274,6.830948742,1.178850464,1.495420569,1.718768685,3.250982282,0.818481707,1.889137397,15.29778096,0.285520416,2.187181182,2.472701598,0.923997543,0.420083982,0.392175194,0.832313863,1.438075708,6.6,13.17234711,7.33,12.78865064,0.000144951
372,371,2022,Royce O'Neale,28,UTA,SF,31.5,1.4,3.6,1.2,1.9,0.6,0.8,0.8,4.2,5,2.5,1.4,0.5,0.9,2.5,7.3,329,6.411955512,0.545873764,0.686621152,1.163907319,1.943242217,1.399699892,3.698466542,28.75119428,0.882135043,4.958875022,5.841010065,2.47020507,0.743229198,0.442364643,1.135057413,2.377927234,24,20.41009442,21.85,19.54819931,0.002878593
373,372,2022,Leandro Bolmaro,21,MIN,SF,8,0.1,0.5,0.3,0.9,0.3,0.4,0.7,0.9,1.6,0.5,0.2,0,0.5,0.9,1.2,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3.97,NA,3.15E-06
374,373,2022,Luke Kennard,25,LAC,SG,29,2.8,6.3,1.3,3.1,0.8,0.9,0.2,3.2,3.4,2.1,0.7,0.1,0.8,1.6,11.7,326,11.40398413,1.28276968,1.508230622,2.480138907,4.67554202,2.002387021,4.496638811,24.25645034,0.316801828,2.818453267,3.135255095,2.733155853,0.554666534,0.225029538,1.176446698,1.74301629,22.4,22.34123893,20.53,20.42866554,0.001183283
375,374,2022,Wayne Ellington,34,LAL,SG,20.3,1.9,5,0.3,0.5,0.1,0.2,0.2,1.4,1.6,0.8,0.5,0.1,0.4,1,6.5,311,7.125481912,0.34463145,0.420068263,0.32337973,0.655901057,2.109520127,5.36493687,18.21566967,0.115103126,1.059837024,1.17494015,1.024177926,0.325654198,0.103056998,0.502644389,1.118473719,12,11.93737902,11.02,10.85516618,4.77E-05
376,375,2022,Trendon Watford,21,POR,SF,8.3,0,0.1,1.2,2.4,0.6,1.1,0.6,1.6,2.2,0.5,0.1,0.5,0.7,0.7,3,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,7.49,NA,4.80E-06
377,376,2022,Kessler Edwards,21,BRK,SF,21.5,1.1,3.1,1.9,3.9,0.1,0.1,1.4,2.6,4,1,0.8,0.7,1,1.5,7.2,50,5.682793513,0.841367736,0.993325172,1.0219543,2.392566022,0.933842229,2.557435506,13.06211357,0.477764242,1.937855027,2.415619269,0.942482183,0.524263188,0.344227152,0.651681663,1.356371462,17.3,11.89745151,17,11.94904927,0.000832735
378,377,2022,Jordan Bell,27,CHI,C,2,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4.2,NA,1.00E-05
379,378,2022,Rodney Hood,29,MIL,SF,16,0.7,2.2,0.5,1.3,0.4,0.4,0.3,1.5,1.8,0.8,0.3,0.1,0.2,0.8,3.7,422,5.149375183,0.414905388,0.418643367,1.114932966,2.518639466,0.981985869,2.613237269,18.55911123,0.413076926,1.781166376,2.194243302,0.973029849,0.492244458,0.139563778,0.563798681,1.563121559,7.9,10.72952259,8.06,10.57363795,4.55E-05
380,379,2022,Haywood Highsmith,25,MIA,SF,10.5,1,1.8,0,0.3,0,0,0.5,0.8,1.3,0,0,0.3,0,0.8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,5.46,NA,3.03E-05
381,380,2022,Jordan Clarkson,29,UTA,SG,26,2.6,8.2,3,5.8,1.5,1.9,0.7,2.7,3.4,2.2,0.7,0.2,1.6,1.8,15.3,189,17.24283563,1.866651899,2.14224835,3.753594497,7.055864138,2.75076469,7.995655423,25.76358476,0.676708695,2.889182065,3.56589076,2.621652829,0.803146141,0.157927676,1.663832216,1.598221964,22.9,27.00102994,23.78,26.67377302,0.033558913
382,381,2022,Kevin Porter Jr.,21,HOU,PG,29.8,1.8,5.6,2.5,6.2,2,3.3,0.8,3.6,4.4,5.8,1.3,0.3,3.7,2.5,12.6,123,17.30176482,2.739693969,3.620661926,4.346350261,8.352526293,1.993294531,6.318910388,31.82649084,0.841762553,3.65332202,4.495084573,5.53537909,0.854338647,0.423841206,3.205512401,2.450174651,24.9,30.68948166,27.68,31.6279621,0.001639706
383,382,2022,Derrick Walton,26,DET,PG,36,1,4.3,1,4.3,1.3,1.3,0.7,2.7,3.4,7,2.3,1.3,3.7,2.7,6.3,523,3.954165738,0.642155801,0.704038133,0.846350937,1.686452371,0.658157517,1.601925556,13.78377275,0.300654965,1.14661948,1.447274445,1.674959906,0.420868374,0.113443233,0.507062186,1.055361404,27.1,10.19139622,27.98,9.299207566,0.00022848
384,383,2022,Josh Christopher,20,HOU,SG,16.1,0.7,2.1,1.9,3.6,1.1,1.4,0.7,1.3,2,1.7,0.8,0.1,1.6,1.1,7.1,18,10.35207009,1.592302102,2.192595926,2.987296413,6.084234174,1.03086215,3.243043795,22.3109199,0.544440308,2.830004205,3.374444513,1.917649057,0.880107265,0.374990422,1.261432318,2.210407941,12.8,19.19894631,13.15,19.78173783,1.14E-05
385,384,2022,Alex Caruso,27,CHI,SG,28,1.1,3,1.7,3.3,1.7,2,1,2.8,3.8,4,2,0.3,1.5,2.5,8.4,171,5.372447434,0.720968889,1.121915386,1.006917353,2.287394067,0.803170134,2.268409538,18.63781172,0.444092829,1.915328405,2.359421234,2.45641642,0.943861628,0.281353652,1.020865828,1.660037935,26.5,14.97042598,24.36,14.54315756,0.006113561
386,385,2022,Matisse Thybulle,24,PHI,SG,25.8,0.7,2.5,1.7,2.4,0.3,0.4,0.5,1.9,2.4,1.1,1.8,1.1,0.7,2.3,5.8,125,6.54923703,0.689415063,1.094467387,1.679313998,2.910400371,0.953630893,2.713482656,22.69777836,0.641549496,1.762030175,2.403579672,1.805447791,1.485823415,0.915759005,0.985577638,2.10639187,21.1,20.38947201,18.33,18.36087395,0.000273148
387,386,2022,Franz Wagner,20,ORL,SF,32.3,1.3,3.5,4.7,9.5,2.6,3.1,1.2,3.5,4.7,2.9,1,0.5,1.6,2.2,15.7,44,8.840513861,1.265730403,1.678943339,2.602878173,5.204539928,0.852426774,2.753865845,23.26351667,0.730488641,3.546395812,4.276884453,1.981685138,0.907150112,0.436282643,1.282063356,2.213183173,28.8,19.28179086,28.59,19.69353782,0.000948006
388,387,2022,Gorgui Dieng,32,ATL,C,9.7,0.6,1.4,0.7,1.2,0.5,0.7,0.9,2.3,3.2,0.9,0.3,0.4,0.6,1.3,3.6,381,5.816672105,1.04281084,1.287568136,1.244292722,2.190253122,0.720254445,1.726934502,13.83667469,0.983266025,2.638806314,3.622072339,1.123501526,0.626317804,0.513910278,0.705740326,1.562319966,10.6,15.32258303,10.29,14.56335512,1.21E-05
389,388,2022,Stanley Johnson,25,LAL,PF,21.3,0.8,2.6,1.3,1.8,1.1,1.3,0.4,2,2.4,1.3,1,0.4,0.5,3.6,5.9,284,4.993738561,0.870227996,1.070982897,1.02179141,2.079615069,0.792802199,2.467822368,16.66740035,0.484987084,1.862548672,2.347535756,1.506699764,0.762978375,0.292414773,0.969300788,1.61939739,15.9,12.31144194,14.43,12.26770977,7.59E-05
390,389,2022,Kenyon Martin Jr.,21,HOU,SF,18.9,0.6,1.9,2.6,4.3,1.1,1.7,1,2.8,3.8,1.3,0.4,0.5,0.7,1.3,8,57,11.45003388,1.664052453,2.330862907,3.277012727,5.853852734,1.062397721,2.787058357,25.82421244,1.673886781,4.32320686,5.997093641,1.559054623,0.757049859,0.877797282,1.047232021,2.144082479,16.8,25.44365836,16.51,24.84243759,3.02E-05
391,390,2022,De'Anthony Melton,23,MEM,SG,22.9,1.5,4.7,2,4.4,1.1,1.4,1,3.3,4.3,2.8,1.6,0.6,1.6,1.9,9.5,156,10.31744364,1.324866998,1.609942627,2.057802841,4.165358248,1.586567955,4.155894617,21.87072532,0.772964472,3.182392543,3.955357015,2.818489567,1.25146725,0.572792846,1.378255195,1.838280323,24.1,24.71929084,23.86,23.3861315,0.007321269
392,391,2022,Corey Kispert,22,WAS,SF,17.6,0.8,2.7,1.2,2.1,0.8,0.9,0.5,1.6,2.1,0.8,0.3,0.3,0.5,0.8,5.7,43,8.133627237,0.948302092,1.212574174,1.780169844,3.580049366,1.0366844,2.920438745,19.22193829,0.741990531,2.66099619,3.402986721,1.140438427,0.420897788,0.313785511,0.782248905,1.467483936,10.7,15.09735889,10.72,15.34966993,5.53E-05
393,392,2022,Bobby Portis,26,MIL,C,28.3,2,4.5,4,7.9,1.6,2,2.8,6.4,9.2,1.3,0.8,0.8,1.7,2.8,15.5,250,10.71752589,0.853323347,1.041792795,3.202825021,6.01809724,1.136517908,2.688490298,20.48250871,1.623003117,4.662798817,6.285801934,1.157801216,0.66149286,0.360713575,0.806705604,1.698669885,31.5,22.71449157,31.59,22.25710374,0.121159148
394,393,2022,Nick Richards,24,CHO,C,9.3,0,0,1.6,2.4,0.8,0.9,0.9,1.3,2.2,0.4,0.3,0.6,0.6,1.4,4,85,1.775058031,0.584062284,0.801488085,0.459503976,0.809378331,0.131511238,0.370227696,7.268070353,0.29033903,0.534220605,0.824559635,0.248990579,0.128719047,0.05726023,0.207096298,0.781497365,10.1,3.343833174,9.34,3.488856995,3.18E-05
395,394,2022,Alex Len,28,SAC,C,17.6,0.2,0.7,2.5,4.4,1.1,1.7,1.6,3.3,4.9,1.2,0.3,0.8,1.3,2.9,6.8,143,5.895683439,0.911275765,1.450927851,2.170441418,3.420646652,0.135629577,0.591424651,14.75681396,1.181245125,2.898832118,4.080077243,0.772494397,0.302992898,0.829685594,0.797444429,1.970452363,15.8,14.65262276,16.48,14.55110877,0.000101402
