,X.1,Year,Name,Age,Team,Position,MPG,FGM3,FGA3,FGM2,FGA2,FTM,FTA,Offensive_Rebounds,Defensive_Rebounds,Total_Rebounds,Assists,Steals,Blocks,Turnovers,Fouls,Points,X,EST_Points,EST_FTM,EST_FTA,EST_FGM2,EST_FGA2,EST_FGM3,EST_FGA3,EST_MPG,EST_Offensive_Rebounds,EST_Defensive_Rebounds,EST_Total_Rebounds,EST_Assists,EST_Steals,EST_Blocks,EST_Turnovers,EST_Fouls,ESPN_Fantasy_Score,EST_ESPN_Fantasy_Score,Yahoo_Fantasy_Score,EST_Yahoo_Fantasy_Score,Likelihood
258,258,2022,JaMychal Green,31,DEN,PF,14.9,0.5,2.2,1.5,2.6,1,1.2,0.9,2.8,3.7,0.8,0.7,0.5,0.9,2.2,5.7,160,7.294937132,0.698712187,0.870324518,1.461081008,2.899391508,1.287535539,3.191852157,18.11169629,1.236461762,3.403882087,4.640343849,1.045317719,0.396048739,0.348736759,0.814057438,2.29114879,13.5,15.89885617,14.04,15.85162539,0.0001102
259,259,2022,Skylar Mays,24,ATL,SG,10.8,0.5,1.5,1.4,2,0.4,0.4,0.3,1.1,1.4,0.8,0.4,0,0.4,0.4,4.5,95,5.165185632,0.818858246,0.969424005,1.298728878,2.552459644,0.552838502,1.546711402,11.88493146,0.380568806,1.225377721,1.605946527,1.191117536,0.485806727,0.170411737,0.529653175,0.966980395,9.1,10.72517119,8.18,10.31799999,7.69E-06
260,260,2022,Jay Scrubb,21,LAC,SG,6.8,0.4,1.4,0.7,1.5,0.3,0.5,0.1,0.6,0.7,0.5,0.2,0.2,0.4,0.4,2.8,62,11.75031888,1.906896014,2.115001984,3.923075554,8.269579595,0.794334696,2.915349862,25.12730284,0.688554414,3.511348224,4.199902638,1.255281328,1.135823708,0.162985696,1.95330052,1.762252585,4.8,18.58554052,5.19,20.61625173,6.06E-06
261,261,2022,Anthony Lamb,24,SAS,SF,4,0,1,0,0,0,0,0,0.5,0.5,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,2.1,NA,5.04E-07
262,262,2022,Gary Trent Jr.,23,TOR,SG,34,2.7,7.3,3.4,7.1,1.5,1.8,0.4,2.5,2.9,2.1,1.9,0.4,0.9,2.2,16.4,181,13.55325316,1.226419304,1.573736691,2.52364234,5.353538535,2.383842672,6.537609405,26.9473846,0.510446185,2.08607796,2.596524145,1.180013422,0.802155276,0.267396928,0.530084211,1.493192455,31.1,21.68819191,29.03,21.11767467,0.013556842
263,263,2022,Cameron Payne,27,PHO,PG,20.4,1.1,3.3,2.8,6.4,1.4,1.6,0.4,2.4,2.8,3.7,0.6,0.3,1.9,1.9,10.2,389,9.118205547,0.939018523,1.087479553,2.217036531,4.291562193,1.345757431,2.962421477,19.06917674,0.357279707,2.472800079,2.830079786,3.401769511,0.725380037,0.331817731,1.248352401,1.848652023,19.2,21.55281128,19.91,19.54019646,0.019297977
264,264,2022,Wenyen Gabriel,24,TOT,PF,6.7,0.3,0.7,0.4,1.1,0.3,0.6,0.7,1.4,2.1,0.3,0.1,0.3,0.4,1.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,5.77,NA,NA
265,265,2022,Jordan McLaughlin,25,MIN,PG,11.2,0.1,1,0.6,1.6,0.5,0.8,0.2,0.9,1.1,2.4,0.6,0,0.7,0.5,2.2,514,5.883859165,0.707973325,0.903661322,1.449623603,2.991024739,0.807306415,2.171771416,18.56161165,0.409350578,1.822240703,2.231591281,3.872648163,0.933568598,0.10173441,1.057442605,1.113232377,7.7,17.84975589,8.22,16.41920737,9.60E-06
266,266,2022,Jock Landale,26,SAS,C,9.9,0.6,1.5,1.3,2,0.7,0.8,1.1,1,2.1,1,0.2,0.4,0.7,0.8,5,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,10.12,NA,9.20E-06
267,267,2022,Patrick Williams,20,CHI,PF,25,0.6,1.2,2,3.4,0.8,0.8,0.2,2,2.2,0.6,0.6,0.4,0.4,1.8,6.6,76,9.519844209,1.388788704,1.940808859,2.872340079,5.553997517,0.885919808,2.169407528,27.36731248,1.051110067,3.679681133,4.7307912,1.428751832,0.888210447,0.634947407,1.252126566,1.91893308,14.4,20.82353174,12.74,20.65726839,0.000375404
268,268,2022,Keljin Blevins,26,POR,SF,7.3,1,1.5,0,0.3,0,0.5,0,0.8,0.8,0.5,0,0,0.8,0.3,3,463,1.323247223,0.088671,0.129694344,0.56715301,1.38773762,0.228681356,0.767158387,7.663924172,0.279519713,0.864318075,1.143837788,0.426163775,0.184595212,0.082137917,0.388859962,0.885490809,3.9,3.23305589,3.91,3.746437656,2.22E-06
269,269,2022,Mason Jones,23,LAL,SG,4.5,0,1,1,3,0.5,1,0.5,0.5,1,0,0.5,0,0.5,0.5,2.5,481,6.868877214,1.540610757,2.211951404,1.434243203,2.697817485,0.917226724,2.447768662,14.42710906,0.340168383,1.531901315,1.872069698,1.421711866,0.350353852,0.097341201,1.023195822,1.186325434,2,11.131999,4.7,11.56781799,4.88E-06
270,270,2022,Zeke Nnaji,21,DEN,PF,15,0.9,1.9,1.2,2.5,1,1.6,1.2,2.1,3.3,0.3,0.3,0.3,0.3,1.6,6.1,80,5.932375998,0.889983282,1.133867196,1.48934326,2.87575648,0.789382135,1.866565478,14.34307053,0.523881516,1.89737134,2.421252856,0.891628834,0.400145397,0.233546201,0.544352199,1.142048235,11.9,11.94357557,12.01,11.53204527,7.79E-05
271,271,2022,Frank Kaminsky,28,PHO,C,20.1,0.6,1.7,3.4,5.7,2,2.2,1.2,3.3,4.5,1.4,0.9,0.8,0.6,1.6,10.6,290,7.481694572,1.084672035,1.599450009,2.120897433,4.093736863,0.869935742,2.197258149,16.56878525,0.732695843,3.205587423,3.938283266,1.815851417,0.390860494,0.380264574,0.755860503,1.631871206,24.5,16.67028904,22.6,16.48892632,0.021507827
272,272,2022,James Johnson,34,BRK,PF,17.2,0.2,1,1.8,3.2,0.2,0.6,0.9,2.6,3.5,1.7,0.4,0.4,0.6,1.9,4.5,210,7.039687115,0.75064378,1.238983039,2.161442931,3.829309276,0.66363008,2.445193124,18.50979502,0.556908711,2.622380667,3.179289378,1.933523484,0.681532368,0.748836578,1.107834939,2.111459442,13,17.14276381,13.05,16.93839149,0.000235275
273,273,2022,Austin Rivers,29,DEN,SG,20.7,1.2,3.7,1,1.9,0.4,0.6,0.4,1.4,1.8,1.1,0.5,0.1,0.8,1.6,5.8,387,8.119041348,0.792968894,1.128984567,1.613300228,3.235534653,1.454406616,4.006872696,22.45253,0.248370013,2.112463818,2.360833831,2.453945371,0.708047918,0.122875175,0.973231797,1.780837435,10.4,16.77639198,10.61,16.15249748,5.44E-05
274,274,2022,Serge Ibaka,32,LAC,C,16.2,0.8,1.9,1.8,3.5,0.6,0.9,1,3.1,4.1,1.2,0.2,0.7,1.1,1.8,6.4,151,11.70407713,1.162562243,1.536703729,3.87465002,6.522714433,1.102899397,2.918827988,23.50847503,1.621579012,4.754212155,6.375791167,1.918052789,0.336911575,1.014724181,1.398196732,2.055241808,14.6,25.76843776,14.72,24.88881625,0.000146608
275,275,2022,Jusuf Nurkić,27,POR,C,26.4,0.2,1,4.9,8.5,3,4.2,2.4,7.8,10.2,2.7,1.1,0.5,2.2,3.3,13.4,215,12.03781947,2.134915004,3.077909912,4.586734656,8.603462899,0.331842082,1.000398931,24.1130249,2.262150344,6.418960635,8.681110979,3.238405723,1.003930064,1.255029199,1.915046359,3.036712815,30.7,32.02362505,32.29,32.17459266,0.013072145
276,276,2022,Khris Middleton,30,MIL,SF,31.4,2.4,6.2,4,8.6,3.9,4.4,0.7,4.8,5.5,5.3,1.1,0.2,3.2,2.3,19.2,414,18.48631512,2.702424444,2.890979649,4.512414721,8.712309629,2.158083038,5.332116393,29.31558798,0.684910681,4.702359543,5.387270224,4.64590308,0.947004625,0.088808756,2.216962536,2.1501525,34,34.14081729,34.45,32.81037162,0.440240555
277,277,2022,Precious Achiuwa,22,TOR,C,24.4,0.3,1.2,2.9,6.8,1,1.7,2.3,5.2,7.5,1.3,0.6,0.6,1.1,2.2,7.7,88,5.955624454,1.019571114,1.876814655,2.264151223,4.013035857,0.132986221,0.285889063,14.39522809,1.21005533,2.482218788,3.692274118,0.684625869,0.384485695,0.518059221,0.728477406,1.57855529,18.4,12.94146781,21.15,13.39244954,0.000947796
278,278,2022,Ja Morant,22,MEM,PG,32.3,1.5,4.2,7.6,14.4,4.8,6.2,1.3,4.5,5.8,6.8,1.3,0.4,3.3,1.3,24.4,102,20.11944811,4.297133769,5.738690931,5.832774882,11.29014703,1.36254517,4.141142466,32.89212097,0.998242538,3.655249854,4.653492393,7.310890974,0.958999523,0.337832571,3.197536233,1.677849828,43.7,37.06731697,43.36,37.36293549,0.966353494
279,279,2022,Ziaire Williams,20,MEM,SF,19.3,1,3.6,1.4,2.4,0.3,0.4,0.2,1.2,1.4,0.8,0.5,0.2,0.5,1.7,6.1,17,7.228603779,1.003027676,1.283039751,1.829028433,4.090487071,0.814609808,2.649161545,18.19464167,0.255916974,3.04551443,3.301431404,1.507534723,0.614610678,0.325641895,1.205194889,1.936803933,10.6,13.97795074,10.58,15.06718638,0.000205783
280,280,2022,Gordon Hayward,31,CHO,SF,33.4,1.8,4.6,4.5,8.6,3,3.5,0.8,4,4.8,3.7,0.9,0.5,1.7,1.7,17.3,175,16.73359507,2.79327509,3.302057977,4.243278783,8.27052103,1.711778717,4.346981594,28.94253262,0.690261789,4.17578198,4.866043769,3.620458517,0.865542579,0.248747625,1.621244065,1.562439974,32.4,30.55083677,31.11,29.72516192,0.074102196
281,281,2022,Quinndary Weatherspoon,25,GSW,SG,5.3,0,0,1.3,1.3,0,0,0,0.3,0.3,0,0.3,0.3,0.3,1.7,2.7,131,3.476209092,0.818797719,0.982022917,1.183294206,2.169536422,0.286880582,0.809209743,9.347177361,0.267390005,0.811893217,1.079283222,0.735477753,0.408233853,0.156784041,0.459180885,1.07802223,6.1,7.45341642,4.56,7.110438385,5.19E-05
282,282,2022,Jaxson Hayes,21,NOP,C,13.8,0.2,0.5,2.3,3.8,1.8,2.3,1.3,2.2,3.5,0.3,0.3,0.7,0.6,1.9,6.9,121,10.40056474,2.018055123,2.665421987,3.47507222,5.602980416,0.458493706,1.163940546,19.84934184,1.620294386,3.3074472,4.927741586,0.979177461,0.593450179,0.842183262,0.89517442,2.053147573,14.2,22.15018391,13.95,21.19434674,3.69E-05
283,283,2022,Joe Harris,30,BRK,SF,30.2,2.9,6.3,1.1,2.6,0.4,0.4,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3,155,14.08681529,0.757431278,0.979916618,2.335070103,4.192391014,2.842319914,6.27901063,28.93592451,0.633357353,3.085374174,3.718731527,2.023985551,0.589317607,0.193780778,1.075832992,1.95432767,19.5,25.33745844,18.3,22.85873361,0.003070102
284,284,2022,Norman Powell,28,POR,SF,32.9,2.2,5.5,4,8.1,4,4.9,0.4,2.5,2.9,2.1,1,0.4,1.5,2.3,18.6,315,16.65225939,2.804960694,3.252570109,3.623711766,6.751385278,2.243869166,5.671305634,28.67592508,0.556790079,2.666954277,3.223744356,1.733308197,1.028265232,0.301916633,1.334379393,2.06709608,28.4,27.10331952,27.93,25.77688111,0.00919044
285,285,2022,Yves Pons,22,MEM,SF,3.5,0.2,0.2,0,0.3,0,0.3,0.3,0.5,0.8,0,0,0,0,0.3,0.5,506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,1.46,NA,9.31E-06
286,286,2022,Lonzo Ball,24,CHI,PG,34.6,3.1,7.4,1.5,3.5,0.6,0.8,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13,350,13.51461338,0.883334508,1.243441696,2.004169863,4.283241274,2.79826317,7.784100898,29.81363854,0.798234667,4.13828698,4.936521647,5.820613148,1.399000503,0.585912772,2.200501422,1.892510891,36,33.60669146,32.93,31.92359748,0.138250069
287,287,2022,Anthony Edwards,20,MIN,SG,35.5,3.3,8.8,4.9,9.8,2.8,3.5,1.1,4.3,5.4,3.7,1.6,0.7,3.2,2.4,22.6,68,19.7552949,3.065383681,4.015120935,4.781424775,9.720007362,2.416621532,7.219253679,31.51652953,0.951724777,4.08272178,5.034446557,3.145499252,1.046191545,0.510107497,2.144541353,1.955313118,38.6,31.94056927,38.33,33.03923542,0.393646258
288,288,2022,Chris Silva,25,TOT,PF,9.4,0,0,1.1,1.9,1.1,1.3,1.4,2.4,3.8,0.4,0,0,0.6,1.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,NA,7.96,NA,NA
289,289,2022,Rajon Rondo,35,TOT,PG,16.9,0.7,2.1,0.9,2.4,0.3,0.4,0.5,2.4,2.9,3.9,0.7,0.2,2,1.5,4.1,297,4.217870165,0.230856749,0.204815789,1.023159954,2.119177065,0.714629734,1.914224474,15.67019972,0.277473346,1.467149703,1.744623049,4.279749057,0.75855813,0.028758468,1.507460427,1.146471756,13.7,14.8391854,14.13,13.58553078,NA
290,290,2022,Killian Tillie,23,MEM,C,13.1,0.8,2.4,0.5,1.3,0.2,0.3,0.7,1.1,1.8,0.5,0.7,0.5,0.3,1.6,3.5,423,5.245364881,0.869873342,1.030760931,0.944834429,1.989646342,0.799181246,2.300896517,13.84626085,0.418189293,1.765030542,2.183219835,0.776078182,0.404129555,0.432032035,0.379541457,1.413763129,10.1,11.40208667,9.71,11.15828927,8.53E-05
291,291,2022,Joel Embiid,27,PHI,C,32.9,1.3,3.4,7.3,14.4,8.6,10.6,1.9,8.7,10.6,4.4,1.1,1.4,2.9,2.5,27,219,27.19980053,8.077304163,9.556100091,7.409462663,13.66871961,1.290981085,3.512795851,30.83206387,2.156410954,7.981441931,10.13785289,3.348590027,0.91339601,1.312138,3.129640401,2.625607539,49.3,46.7092459,50.92,47.93507066,0.991601863
294,293,2022,Robin Lopez,33,ORL,C,18.7,0,0.2,3.8,6.4,0.9,1.5,2.4,1.7,4.1,2,0.1,0.6,1.2,1.9,8.5,256,7.360722536,1.011548626,1.423282341,2.802142334,4.361181118,0.185416694,0.508205925,16.47508064,1.413026645,1.580319261,2.993345906,0.747036663,0.165570735,0.570496914,0.856605142,1.401382091,17.4,13.95861607,17.32,13.42489042,2.40E-05
295,294,2022,Justise Winslow,25,LAC,SF,11.4,0.2,0.8,1.5,2.8,0.3,0.6,0.6,2.5,3.1,1.1,0.5,0.4,0.9,1,3.7,184,9.567205136,1.399471324,2.040025937,3.432200559,7.452251169,0.699545207,2.680245562,24.47594181,0.93136254,4.277491228,5.208853768,2.986240361,0.784338982,0.517851715,1.69367335,2.297075483,10.5,20.75994111,10.87,22.51008894,2.82E-05
296,295,2022,DeAndre' Bembry,27,BRK,SF,19.6,0.3,0.7,2.2,3.6,0.4,0.7,0.7,2.5,3.2,1.2,1.1,0.5,0.6,2.2,5.8,354,7.165881689,1.012932074,1.447793812,2.428808953,4.251748982,0.456347299,1.546162322,20.67370604,0.686043381,2.685447349,3.37149073,2.40883762,1.021911019,0.413209942,1.488865454,1.788884396,17.3,18.11168736,15.64,17.64142442,0.000358062
297,296,2022,Jaylen Nowell,22,MIN,SG,13.5,0.7,2.1,2.2,4.1,0.9,1.2,0.3,1.6,1.9,2,0.6,0.2,0.5,1,7.5,99,9.201120467,1.375547972,1.632729829,2.267614377,4.367451274,1.105834577,3.576151818,18.0385395,0.551095553,1.950439543,2.501535096,1.812630588,0.470564438,0.27082343,0.726745237,1.52711181,15.6,16.49192527,14.68,16.41932683,0.000112578
298,297,2022,Santi Aldama,21,MEM,PF,10.7,0.2,1.5,1.2,2.2,0.5,0.8,1,1.7,2.7,0.6,0.1,0.3,0.3,1,3.4,1,6.345955707,0.745402634,1.059044968,1.917444597,3.406884359,0.775000038,2.582711064,13.31637586,0.476498723,2.96544385,3.441942573,1.062609606,0.512252633,0.514222585,0.815308264,1.451429296,7.3,14.24505339,8.44,14.33431859,9.03E-05
299,298,2022,Kyle Anderson,28,MEM,PF,22.5,0.7,2,2.6,5.5,1.1,1.6,0.9,4.4,5.3,2.6,1.1,0.6,1,1.5,8.3,240,11.00155423,1.748165619,2.250089575,2.675526014,4.954694882,1.178033027,3.419612888,25.06469105,0.798180912,4.603506406,5.401687318,3.211015144,0.998444858,0.667273866,1.192206671,1.686365183,22.9,27.11265277,22.66,26.10505123,0.005129463
300,299,2022,Moritz Wagner,24,ORL,C,12,1,2.9,1.4,2.2,1.3,1.6,0.5,1.9,2.4,0.8,0.2,0.2,0.8,2,7.1,214,8.637651741,1.880799949,2.256267063,2.120520922,3.791809132,0.857432138,2.423546536,17.99774629,0.770157483,3.042616251,3.812773734,1.479619406,0.633603067,0.407354557,1.181616694,2.41232525,11.5,17.43277687,11.58,17.37366551,3.74E-06
301,300,2022,Kelan Martin,26,IND,SF,16.4,0.8,2.7,1.8,3.5,0.3,0.5,0.6,1.4,2,0.8,0.5,0.3,0.5,1.3,6.3,438,4.992330303,0.424188554,0.389480097,1.005477115,1.845511209,0.763967843,2.05856505,11.14551934,0.450667292,1.728789547,2.179456839,0.378480587,0.288786327,0.289581786,0.348073907,1.260586699,11.7,9.979562911,11.8,9.562429822,1.29E-05
302,301,2022,Jalen McDaniels,24,CHO,SF,17.8,0.8,2.2,1.7,2.8,0.8,1.2,0.8,2.8,3.6,1.2,0.6,0.4,0.8,1.8,6.7,128,7.336039292,1.121418851,1.488414685,2.020621093,3.580936285,0.777767347,2.266427484,19.1962847,0.936354596,2.584201803,3.520556399,1.143165944,0.58156091,0.32951001,0.789741882,1.983634157,15.5,15.36791212,15.02,15.21892677,0.000196066
303,302,2022,Malik Fitts,24,UTA,PF,5,0.3,0.6,0,0.7,0,0,0,1.4,1.4,0,0,0,0.3,0.4,0.9,456,2.67118019,0.360065438,0.458642901,0.633895359,1.445142019,0.440922386,1.051874734,8.751773772,0.158242753,1.342678439,1.500921192,0.52488202,0.200699619,0.078553618,0.32856032,1.276000537,1.3,5.67672139,2.28,5.768808041,1.33E-05
304,303,2022,Matt Mooney,24,NYK,SG,2,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,1.34E-06
305,304,2022,Davion Mitchell,23,SAC,PG,24.6,1.1,3.7,2.5,5.7,0.6,0.9,0.5,1.8,2.3,3.1,0.6,0.3,0.9,1.8,8.9,20,8.311347666,1.029929562,1.373361074,2.038418864,4.105842439,0.94508983,2.873274574,23.91187855,0.577714055,2.504492889,3.082206944,2.783924733,0.82147672,0.203844261,1.490197326,2.068711023,17.8,17.67185204,18.11,17.77164872,0.000184174
306,305,2022,Mike Conley,34,UTA,PG,28.4,2.4,5.6,2.5,5.1,1.6,2,0.6,2.4,3,5.3,1.1,0.3,1.5,1.8,13.9,373,13.46318642,1.957489304,2.317900963,2.504506683,5.167563675,2.302542481,5.873916086,25.46312558,0.529988047,2.192937666,2.722925713,5.291645659,1.068662446,0.130447165,1.830316835,1.754386529,31.2,28.41995761,28.15,26.43517776,0.064493718
307,306,2022,Bones Hyland,21,DEN,PG,16.8,1.6,4.8,1.2,3,0.9,1.1,0.2,2,2.2,1.6,0.5,0.2,1,2.1,8.1,41,6.200009492,0.864730557,0.995039196,1.134840232,2.658209754,1.302220151,3.520250988,14.8492801,-0.067007551,1.792357391,1.72534984,1.112087928,0.590322084,0.17423076,0.802103259,1.517750062,13.5,11.47111158,14.24,11.43011647,0.00021437
308,307,2022,Bojan Bogdanović,32,UTA,PF,30.6,2.6,6.4,3.5,6.4,3.1,3.6,0.8,3.4,4.2,1.6,0.5,0,1.7,1.6,17.9,336,15.83286473,2.914468938,3.311262365,2.929410544,5.907723519,2.45091323,6.173719342,27.68481364,0.487421,2.851273048,3.338694048,1.757629333,0.493560042,0.079395772,1.664936042,1.536932913,25.4,22.38209311,25.14,22.52967299,0.081831267
309,308,2022,Patty Mills,33,BRK,PG,30.8,3.2,7.6,1.5,3.2,0.7,0.8,0.3,1.8,2.1,2.6,0.6,0.3,1.1,1.4,13.2,376,10.40093359,0.936133181,1.018057539,1.367920088,2.725518164,2.25267414,6.032921169,22.15661595,0.243869949,1.351677014,1.595546963,2.217052317,0.561737745,0.030021684,0.922613814,1.273060152,23.6,17.60589418,21.22,16.49383289,0.008554699
310,309,2022,Luka Dončić,22,DAL,PG,34.7,2.4,8,6.8,12.9,4,5.6,0.7,7.8,8.5,8.9,1.1,0.4,4.7,2.4,24.8,217,29.10255288,5.665950365,7.550408881,7.26012488,12.78238336,3.009717354,8.694639911,34.38498348,1.093490194,7.380645232,8.474135426,8.639890161,1.105948596,0.522666238,4.30654918,2.314307679,46,52.94574964,48.15,52.81064595,0.982540316
311,310,2022,Malik Beasley,25,MIN,SG,27.1,3,8.7,1.4,3.2,0.5,0.6,0.4,2.8,3.2,1.7,0.6,0.1,0.8,1.3,12.3,259,17.15573057,1.640771147,2.019145504,3.200564444,6.504912369,2.971597944,7.737053965,28.32141101,0.678912643,3.221811246,3.900723889,2.297836294,0.693303703,0.15502894,1.363653067,1.566303179,19.9,27.01373351,19.99,26.46469854,0.001065377
312,311,2022,Terry Taylor,22,IND,SG,3,0,0,0,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,1.35,NA,3.78E-07
313,312,2022,Jaden Springer,19,PHI,SG,3,0,0,0.5,0.5,0,0,0.5,0.5,1,0,0,1,0.5,0,1,10,7.079076971,1.192998179,1.487715331,1.756031348,4.073277833,0.62861698,1.790266984,16.69764089,0.327874498,1.653380505,1.981255003,1.790692933,0.484406639,0.193213026,1.003181747,1.220704061,5.5,12.58548467,4.7,13.17229962,1.06E-05
314,313,2022,Killian Hayes,20,DET,PG,26,0.8,2.8,1.5,3.8,0.8,1,0.5,2.6,3.1,3.7,1.3,0.4,1.6,2.5,6.3,51,8.925393181,0.957579829,1.282579587,2.647462186,5.983070964,0.996443093,3.230332073,27.00723811,0.480567892,2.832292624,3.312860516,5.370847183,1.004906108,0.49090215,3.059935785,2.18203664,19,21.58916038,19.07,22.38458556,2.57E-05
315,314,2022,Jalen Smith,21,PHO,PF,14.5,0.4,1.5,2.3,4.1,1.6,1.9,2.3,3.4,5.7,0.3,0.3,0.6,0.8,1.7,7.1,94,4.86994702,0.795979497,1.051608346,1.619418261,3.006183719,0.298720264,1.063207944,11.49947802,0.509678623,1.849518507,2.35919713,0.713360019,0.241584307,0.32673404,0.695784707,1.101594672,15.3,9.347544964,16.29,9.780193939,0.003655586
316,315,2022,Cody Martin,26,CHO,SF,26.6,1.1,2.2,2,4.1,1.3,1.7,1.3,2.9,4.2,2.7,1.5,0.5,0.9,1.7,8.4,122,4.127277826,0.658731291,0.978348195,1.26212585,2.288533199,0.400089778,1.320997572,16.57528545,0.862887985,1.988999131,2.851887116,1.740705197,0.68211686,0.187564798,0.674023809,1.267172487,24.8,12.38662771,22.59,12.09562132,0.001094665
317,316,2022,Terance Mann,25,LAC,SF,29.6,1.1,2.8,3,5.6,1.5,2,1.4,3.8,5.2,2.3,0.5,0.1,1.1,2.2,10.7,100,8.150923202,1.453193918,1.811905926,2.561982609,4.717798165,0.691011689,1.683817968,20.21776546,0.662862623,2.700620104,3.363482728,2.199865325,0.528504948,0.236556106,0.907452169,1.800201328,21.1,17.59614861,21.09,16.87463146,0.001417297
318,317,2022,Theo Pinson,26,DAL,SF,8.5,0.5,1.8,0.3,0.6,0.4,0.4,0,1.5,1.5,1.1,0.4,0.2,0.2,0.8,2.3,173,2.710705909,0.434139381,0.493072165,0.935031032,1.711271342,0.321030998,1.320347095,7.017362724,0.212767321,0.969038783,1.181806104,0.971085529,0.274836222,0.137103329,0.565881663,0.791102058,7.7,6.093281786,7.35,6.255438517,1.47E-05
319,318,2022,Donte DiVincenzo,25,MIL,SG,17.2,1,4.4,0.2,2,2.4,2.6,1.6,3.8,5.4,0.4,0.4,0,1.8,1.4,5.8,229,10.05960225,0.894203238,1.098519407,1.890345453,3.7825125,1.820744756,5.036246062,25.46938408,1.115440716,4.121933269,5.237373985,2.71570671,1.002549084,0.269746021,1.319544487,1.682548535,6.8,23.39833154,12.28,22.91535193,0.000269678
320,319,2022,James Ennis III,31,TOT,SF,9.2,0.6,1.2,1.2,2.4,0.8,0.8,0.8,1.2,2,0,0.4,0.4,0.4,1,5,141,8.246198258,1.453222997,1.795165421,1.7833163,3.480314139,1.065768559,2.670426466,21.99615067,0.907526645,2.863919417,3.771446062,1.517973669,0.655486805,0.231822722,0.902926698,1.877052784,10,17.06823162,9.4,16.80789592,NA
321,320,2022,Josh Giddey,19,OKC,SG,30.6,1.1,4,3.6,7.8,0.9,1.3,1.5,5.8,7.3,6.4,1.1,0.5,2.8,1.7,11.5,27,10.22388147,1.453415669,2.09442698,3.032287897,6.221837295,0.909030162,3.022772653,24.70136948,0.888438308,3.277733575,4.166171883,5.073756564,0.806036659,0.382589327,2.335140018,1.799448143,30.7,23.52783541,31.86,24.06466052,0.006902715
322,321,2022,Théo Maledon,20,OKC,PG,13.6,0.4,2.1,0.7,1.6,1.2,1.4,0.4,1.4,1.8,1,0.5,0.1,0.9,1,3.7,96,12.44607247,2.109773137,2.756586367,2.760288778,5.964761427,1.718840031,5.139884005,29.48673945,0.680313513,3.408180896,4.088494409,3.851302449,1.000327934,0.322448179,2.262754253,2.099759431,6.8,23.92840671,8.26,24.83479352,3.56E-06
323,322,2022,Dwight Howard,36,LAL,C,14.7,0.2,0.3,1.7,2.8,1.2,2,1.8,3.7,5.5,0.6,0.7,0.6,0.8,1.9,5.2,307,5.642140432,1.478571065,2.566616227,2.068270003,3.063534569,-0.007871994,0.121291265,15.17837906,2.288371047,4.596357957,6.884729004,0.464146794,0.341817102,0.884034671,1.302405933,2.45904392,15.6,15.59381128,15.8,16.97518481,0.000119106
324,323,2022,Jakob Poeltl,26,SAS,C,28.7,0,0,5.5,9.4,1,2.5,4,4.9,8.9,2.7,0.7,1.5,1.6,3.2,12.1,362,8.513936002,1.012867688,1.812415948,3.33542017,5.486936067,0.169169971,0.477313124,24.80507842,2.573354192,4.331374767,6.904728959,1.851915327,0.680293964,1.459758591,1.136402713,2.217028788,32.1,25.82445321,31.83,24.8612387,0.006667619
325,324,2022,Miye Oni,24,UTA,SG,2.8,0.1,0.5,0.1,0.1,0,0.1,0.1,0.4,0.5,0.3,0,0,0.1,0.4,0.3,119,3.548776217,0.495388777,0.632625822,0.782453726,1.438610605,0.744380207,1.94646183,12.85107057,0.523391185,1.471924909,1.995316094,0.902770413,0.369289525,0.192327621,0.568137325,1.264801882,1,8.735565664,1.25,8.414025262,8.83E-06
326,325,2022,Troy Brown Jr.,22,CHI,SF,15.1,0.6,1.7,1.1,2.2,0.4,0.6,0.5,2.3,2.8,1.3,0.7,0.1,0.3,1,4.2,344,6.716512732,0.902286134,1.185580486,1.751345779,3.230353928,0.735589661,2.412897421,17.78569378,0.831646842,2.896842054,3.728488896,1.485418526,0.579943403,0.236441295,0.656083737,1.55166481,12.1,15.15212484,11.61,15.21189755,0.000181355
